"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"ANAR","BRHO","CESO","LENI","PLER","THIR","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","THIR","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","THIR","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","THIR","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","PLER","THIR","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","THIR","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","THIR","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","THIR","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","AMME","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","AMME","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","AMME","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","AMME","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","AMME","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","AMME","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","AMME","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","ACAM","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","AMME","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","PLER","AMME","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","AMME","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","AMME","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","AMME","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","PLER","BRNI","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","ACAM","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","AMME","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","AMME","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","THIR","AMME","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","AMME","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","THIR","AMME","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","AMME","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","AMME","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","THIR","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","THIR","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","THIR","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","AMME","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","AMME","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","AMME","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","AMME","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","AMME","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","AMME","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","AMME","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","ACAM","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","AMME","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","TACA","AMME","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","AMME","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","AMME","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","AMME","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","TACA","BRNI","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","AMME","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","AMME","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","AMME","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","AMME","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","AMME","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","AMME","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","AMME","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","ACAM","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","AMME","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","THIR","AMME","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","AMME","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","AMME","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","AMME","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","THIR","BRNI","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","ACAM","AMME","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","LENI","ACAM","AMME","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","LENI","ACAM","AMME","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","ACAM","AMME","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","ACAM","AMME","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","ACAM","BRNI","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","LENI","AMME","BRNI","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","AMME","BRNI"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","AMME","LOMU"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","AMME","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","AMME","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","AMME","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","BRNI","LOMU"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","BRNI","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","BRNI","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","BRNI","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","ACAM","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","THIR","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","ACAM","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","AMME","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","AMME","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","AMME","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","AMME","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","AMME","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","AMME","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","AMME","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","TACA","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","TACA","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","ACAM","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","AMME","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","AMME","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","THIR","AMME","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","AMME","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","THIR","AMME","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","AMME","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","AMME","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","THIR","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","THIR","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","THIR","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","AMME","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","AMME","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","AMME","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","AMME","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","AMME","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","AMME","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","AMME","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","ACAM","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","AMME","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","PLER","AMME","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","AMME","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","AMME","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","AMME","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","PLER","BRNI","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","AMME","BRNI","LOMU"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","AMME","BRNI","MAEL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","AMME","BRNI","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","AMME","BRNI","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","AMME","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","AMME","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","AMME","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","AMME","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","AMME","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","AMME","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","ACAM","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","AMME","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","AMME","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","THIR","AMME","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","AMME","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","THIR","AMME","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","AMME","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","AMME","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","THIR","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","THIR","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","THIR","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","AMME","BRNI","LOMU","MAEL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","AMME","BRNI","LOMU","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","AMME","BRNI","LOMU","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","AMME","BRNI","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","AMME","BRNI","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","AMME","BRNI","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","AMME","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","AMME","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","AMME","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","AMME","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","BRNI","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","ACAM","LOMU","MAEL","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","AMME","BRNI","LOMU","MAEL","PLNO"
"ANAR","BRHO","CESO","MICA","TACA","AMME","BRNI","LOMU","MAEL","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","AMME","BRNI","LOMU","PLNO","TWIL"
"ANAR","BRHO","CESO","MICA","TACA","AMME","BRNI","MAEL","PLNO","TWIL"
